DBDF, Vendor ID, Device ID, Class ID, Base Address 0, Size 0, Base Address 1, Size 1, Base Address 2, Size 2, Vendor, Device, Class
0000:a5:0a.3,0x8086,0x208D,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:0a.4,0x8086,0x208D,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:0a.5,0x8086,0x208D,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:0a.6,0x8086,0x208D,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:0a.7,0x8086,0x208D,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:0b.0,0x8086,0x208D,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:0b.1,0x8086,0x208D,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:0b.2,0x8086,0x208D,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:0b.3,0x8086,0x208D,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:0e.0,0x8086,0x208E,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:0e.1,0x8086,0x208E,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:0e.2,0x8086,0x208E,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:0e.3,0x8086,0x208E,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:0e.4,0x8086,0x208E,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:0e.5,0x8086,0x208E,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:0e.6,0x8086,0x208E,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:0e.7,0x8086,0x208E,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:0f.0,0x8086,0x208E,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:0f.1,0x8086,0x208E,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:0f.2,0x8086,0x208E,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:0f.3,0x8086,0x208E,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:0f.4,0x8086,0x208E,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:0f.5,0x8086,0x208E,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:0f.6,0x8086,0x208E,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:0f.7,0x8086,0x208E,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:10.0,0x8086,0x208E,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:10.1,0x8086,0x208E,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:10.2,0x8086,0x208E,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:10.3,0x8086,0x208E,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:10.4,0x8086,0x208E,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:10.5,0x8086,0x208E,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:10.6,0x8086,0x208E,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:10.7,0x8086,0x208E,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:11.0,0x8086,0x208E,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:11.1,0x8086,0x208E,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:11.2,0x8086,0x208E,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:11.3,0x8086,0x208E,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:1d.0,0x8086,0x2054,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:1d.1,0x8086,0x2055,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:1d.2,0x8086,0x2056,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:1d.3,0x8086,0x2057,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CHA Registers,System peripheral
0000:a5:1e.0,0x8086,0x2080,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E PCU Registers,System peripheral
0000:a5:1e.1,0x8086,0x2081,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E PCU Registers,System peripheral
0000:a5:1e.2,0x8086,0x2082,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E PCU Registers,System peripheral
0000:a5:1e.3,0x8086,0x2083,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E PCU Registers,System peripheral
0000:a5:1e.4,0x8086,0x2084,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E PCU Registers,System peripheral
0000:a5:1e.5,0x8086,0x2085,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E PCU Registers,System peripheral
0000:a5:1e.6,0x8086,0x2086,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E PCU Registers,System peripheral
0000:d1:00.0,0x8086,0x2030,0x0604,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E PCI Express Root Port A,PCI bridge
0000:d1:01.0,0x8086,0x2031,0x0604,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E PCI Express Root Port B,PCI bridge
0000:d1:05.0,0x8086,0x2034,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E VT-d,System peripheral
0000:d1:05.2,0x8086,0x2035,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E RAS Configuration Registers,System peripheral
0000:d1:05.4,0x8086,0x2036,0x0800,0x00000000EE700000,0x00001000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E IOxAPIC Configuration Registers,PIC
0000:d1:08.0,0x8086,0x2066,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E Integrated Memory Controller,System peripheral
0000:d1:09.0,0x8086,0x2066,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E Integrated Memory Controller,System peripheral
0000:d1:0a.0,0x8086,0x2040,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E Integrated Memory Controller,System peripheral
0000:d1:0a.1,0x8086,0x2041,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E Integrated Memory Controller,System peripheral
0000:d1:0a.2,0x8086,0x2042,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E Integrated Memory Controller,System peripheral
0000:d1:0a.3,0x8086,0x2043,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E Integrated Memory Controller,System peripheral
0000:d1:0a.4,0x8086,0x2044,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E Integrated Memory Controller,System peripheral
0000:d1:0a.5,0x8086,0x2045,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E LM Channel 1,System peripheral
0000:d1:0a.6,0x8086,0x2046,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E LMS Channel 1,System peripheral
0000:d1:0a.7,0x8086,0x2047,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E LMDP Channel 1,System peripheral
0000:d1:0b.0,0x8086,0x2048,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E DECS Channel 2,System peripheral
0000:d1:0b.1,0x8086,0x2049,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E LM Channel 2,System peripheral
0000:d1:0b.2,0x8086,0x204A,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E LMS Channel 2,System peripheral
0000:d1:0b.3,0x8086,0x204B,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E LMDP Channel 2,System peripheral
0000:d1:0c.0,0x8086,0x2040,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E Integrated Memory Controller,System peripheral
0000:d1:0c.1,0x8086,0x2041,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E Integrated Memory Controller,System peripheral
0000:d1:0c.2,0x8086,0x2042,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E Integrated Memory Controller,System peripheral
0000:d1:0c.3,0x8086,0x2043,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E Integrated Memory Controller,System peripheral
0000:d1:0c.4,0x8086,0x2044,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E Integrated Memory Controller,System peripheral
0000:d1:0c.5,0x8086,0x2045,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E LM Channel 1,System peripheral
0000:d1:0c.6,0x8086,0x2046,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E LMS Channel 1,System peripheral
0000:d1:0c.7,0x8086,0x2047,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E LMDP Channel 1,System peripheral
0000:d1:0d.0,0x8086,0x2048,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E DECS Channel 2,System peripheral
0000:d1:0d.1,0x8086,0x2049,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E LM Channel 2,System peripheral
0000:d1:0d.2,0x8086,0x204A,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E LMS Channel 2,System peripheral
0000:d1:0d.3,0x8086,0x204B,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E LMDP Channel 2,System peripheral
0000:d4:05.0,0x8086,0x2034,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E VT-d,System peripheral
0000:d4:05.2,0x8086,0x2035,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E RAS Configuration Registers,System peripheral
0000:d4:05.4,0x8086,0x2036,0x0800,0x00000000FBF00000,0x00001000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E IOxAPIC Configuration Registers,PIC
0000:d4:0e.0,0x8086,0x2058,0x1101,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E KTI 0,Performance counters
0000:d4:0e.1,0x8086,0x2059,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E UPI Registers,System peripheral
0000:d4:0f.0,0x8086,0x2058,0x1101,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E KTI 0,Performance counters
0000:d4:0f.1,0x8086,0x2059,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E UPI Registers,System peripheral
0000:d4:10.0,0x8086,0x2058,0x1101,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E KTI 0,Performance counters
0000:d4:10.1,0x8086,0x2059,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E UPI Registers,System peripheral
0000:d4:12.0,0x8086,0x204C,0x1101,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E M3KTI Registers,Performance counters
0000:d4:12.1,0x8086,0x204D,0x1101,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E M3KTI Registers,Performance counters
0000:d4:12.2,0x8086,0x204E,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E M3KTI Registers,System peripheral
0000:d4:12.4,0x8086,0x204C,0x1101,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E M3KTI Registers,Performance counters
0000:d4:12.5,0x8086,0x204D,0x1101,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E M3KTI Registers,Performance counters
0000:d4:15.0,0x8086,0x2018,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E M2PCI Registers,System peripheral
0000:d4:16.0,0x8086,0x2018,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E M2PCI Registers,System peripheral
0000:d4:16.4,0x8086,0x2018,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E M2PCI Registers,System peripheral
0000:d4:17.0,0x8086,0x2018,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E M2PCI Registers,System peripheral
